Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
hadoop,org.apache.hadoop.yarn.applications.distributedshell,TestDistributedShell,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.applications.distributedshell,Client,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 36
hadoop,org.apache.hadoop.yarn.applications.distributedshell,ApplicationMaster,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 36
hadoop,org.apache.hadoop.yarn.applications.distributedshell,ApplicationMaster.DSEvent,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.applications.distributedshell,ApplicationMaster.DSEntity,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.applications.unmanagedamlauncher,TestUnmanagedAMLauncher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.applications.unmanagedamlauncher,UnmanagedAMLauncher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
hadoop,org.apache.hadoop.yarn.util,TestFSDownload,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree.ProcessStatInfo,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.util,TestRackResolver,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: resolvedHost1 (45)
hadoop,org.apache.hadoop.yarn.util,TestRackResolver.MyResolver,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.util,TestRackResolver.MyResolver,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: resolvedHost1 (45)
hadoop,org.apache.hadoop.yarn.util,TestResourceCalculatorProcessTree.EmptyProcessTree,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.util,ConverterUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.util,FSDownload,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.yarn.util,Log4jWarningErrorMetricsAppender.Element,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.api,ResourceManagerAdministrationProtocol,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.api.protocolrecords,TestProtocolRecords,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.yarn.server.api.protocolrecords,TestRegisterNodeManagerRequest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.api.records,ReservationRequest.ReservationRequestComparator,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.api.records,ApplicationSubmissionContext,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.api.records,ResourceRequest.ResourceRequestComparator,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.api.records.timeline,TimelinePutResponse.TimelinePutError,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.api.records.timeline,TimelineEvents.EventsOfOneEntity,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.api.records.timeline,TestTimelineRecords,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.api,ApplicationBaseProtocol,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.api,ApplicationClientProtocol,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.conf,YarnConfiguration,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_RM_PROXY_USER_PRIVILEGES_ENABLED (719)
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager.metrics,CleanerMetrics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager,TestSCMAdminProtocolService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager,TestClientSCMProtocolService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager,TestSharedCacheUploaderService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager,ClientProtocolService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager,SharedCacheManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager,CleanerService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager,CleanerTask,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager,SharedCacheUploaderService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager,SCMAdminProtocolService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.sharedcachemanager.store,InMemorySCMStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.test,MockitoMaker.StubBuilder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,TestTimedOutTestsListener.Deadlock,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,GenericTestUtils.LogCapturer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,GenericTestUtils.DelayAnswer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,GenericTestUtils.DelegateAnswer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,GenericTestUtils.SleepAnswer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,MultithreadedTestUtil.TestContext,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,MultithreadedTestUtil.TestingThread,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,MultithreadedTestUtil.RepeatingTestThread,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,MapredTestDriver,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 27
hadoop,org.apache.hadoop.test,TestHFSTestCase.MyServlet,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,TestHTestCase.MyServlet,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.test,HTestCase.Predicate,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.metrics,TestSystemMetricsPublisher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 27
hadoop,org.apache.hadoop.yarn.server.resourcemanager.metrics,SystemMetricsPublisher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 29
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestContainerResourceUsage,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRM,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 30
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestWorkPreservingRMRestart,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 38
hadoop,org.apache.hadoop.yarn.server.resourcemanager,MockNM,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMRestart,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 54
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMRestart.TestSecurityMockRM,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,Application,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 29
hadoop,org.apache.hadoop.yarn.server.resourcemanager,MockRMWithCustomAMLauncher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestResourceManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestApplicationACLs,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 28
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestApplicationCleanup,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 26
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestResourceTrackerService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 37
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMHATestBase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager,MockRM,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 52
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestAMAuthorization,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestAMAuthorization.MyContainerManager,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestAMAuthorization.MockRMWithAMS,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestApplicationMasterLauncher,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMNodeTransitions,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 30
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestMoveApplication,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestMoveApplication.FifoSchedulerWithMove,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,NodeManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 28
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestApplicationMasterService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestClientRMService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 100
hadoop,org.apache.hadoop.yarn.server.resourcemanager,MockAM,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMHA,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.yarn.server.resourcemanager,QueueACLsTestBase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMAdminService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 24
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestKillApplicationWithRMHA,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestRMAuditLogger,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestAppManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 28
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestClientRMTokens,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 25
hadoop,org.apache.hadoop.yarn.server.resourcemanager,TestClientRMTokens.YarnBadRPC,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMAuditLogger.AuditConstants,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceTrackerService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 39
hadoop,org.apache.hadoop.yarn.server.resourcemanager,AdminService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 52
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ClientRMService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 102
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMActiveServiceContext,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMServerUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ApplicationMasterService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 48
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ApplicationMasterService.AllocateResponseLock,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMContext,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager,EmbeddedElectorService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 49
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.RMActiveServices,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.SchedulerEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.RMFatalEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.ApplicationEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.RMContainerPreemptEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.ApplicationAttemptEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,ResourceManager.NodeEventDispatcher,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMAppManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 26
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMSecretManagerService,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager,NodesListManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager,RMContextImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 25
hadoop,org.apache.hadoop.yarn.server.resourcemanager.monitor.capacity,TestProportionalCapacityPreemptionPolicy,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 26
hadoop,org.apache.hadoop.yarn.server.resourcemanager.monitor.capacity,ProportionalCapacityPreemptionPolicy,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestAMRMTokens,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 29
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestRMDelegationTokens,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestDelegationTokenRenewer,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 33
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestDelegationTokenRenewer.Renewer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,TestClientToAMTokens,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 25
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,RMContainerTokenSecretManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,AMRMTokenSecretManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,NMTokenSecretManagerInRM,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.security,DelegationTokenRenewer,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp,TestRMAppTransitions,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 44
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp,MockRMApp,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp,RMAppImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 44
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt,TestRMAppAttemptTransitions,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 62
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt,TestAMLivelinessMonitor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt,RMAppAttemptImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 42
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt,RMAppAttemptImpl.ScheduleTransition,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt,RMAppAttemptMetrics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,TestZKRMStateStorePerf,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,TestZKRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 22
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStoreTestBase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 25
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,TestFSRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,NullRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,FileSystemRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 22
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,LeveldbRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,MemoryRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,ZKRMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStore,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 27
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStore.RMDTSecretManagerState,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.recovery,RMStateStore.RMState,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebappAuthentication,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestAppPage,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesFairScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesAppsModification,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 26
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesAppsModification.GuiceServletConfig,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesAppsModification.TestRMCustomAuthFilter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebApp,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 25
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesCapacitySched,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesNodeLabels,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServices,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 22
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesApps,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebAppFairScheduler,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesHttpStaticUserPermissions,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesNodes,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesDelegationTokenAuthentication,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesDelegationTokens,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesDelegationTokens.TestKerberosAuthFilter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,TestRMWebServicesDelegationTokens.TestSimpleAuthFilter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,RMAppAttemptBlock,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 18
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,FairSchedulerAppsBlock,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,CapacitySchedulerPage.QueueBlock,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,CapacitySchedulerPage.HealthBlock,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,RMWebServices,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 70
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,RMWebApp,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,RMAppBlock,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp,RmController,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
